ko,source,metabolism,path,description
K01625,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K01625  eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
K17463,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K17463  dgaF; 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]
K11395,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K11395  kdpgA; 2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55]
K00131,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K00131  gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
K18978,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K18978  gapN; glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]
K00034,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K00034  gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
K22969,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K22969  gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
K21840,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K21840  HOX; hexose oxidase [EC:1.1.3.5]
K18124,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K18124  gdh2, gdhA; glucose/galactose 1-dehydrogenase (NADP+) [EC:1.1.1.360]"
K18125,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K18125  ssgdh; aldose 1-dehydrogenase [NAD(P)+] [EC:1.1.1.359]
K00115,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K00115  GLD; glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9]"
K19813,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K19813  gdh; glucose dehydrogenase [EC:1.1.5.9]
K00117,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K00117  gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]
K01053,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K01053  gnl, RGN; gluconolactonase [EC:3.1.1.17]"
K06151,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K06151  E1.1.99.3A; gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]
K06152,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K06152  E1.1.99.3G; gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]
K00090,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K00090  ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
K22229,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K22229  K22229; 2-ketogluconate reductase [EC:1.1.1.215]
K11441,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K11441  kguK; dehydrogluconokinase [EC:2.7.1.13]
K00032,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K00032  E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]
K00851,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K00851  E2.7.1.12, gntK, idnK; gluconokinase [EC:2.7.1.12]"
K05308,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K05308  gnaD; gluconate/galactonate dehydratase [EC:4.2.1.140]
K00874,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K00874  kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
K18126,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K18126  sskdgK; 2-dehydro-3-deoxygluconokinase / 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.178]
K18127,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K18127  kdgA; 2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51]
K03738,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K03738  aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
K18020,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K18020  cutA; glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8]
K18021,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K18021  cutB; glyceraldehyde dehydrogenase medium subunit [EC:1.2.99.8]
K18022,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K18022  cutC; glyceraldehyde dehydrogenase small subunit [EC:1.2.99.8]
K18128,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K18128  gadh; D-glyceraldehyde dehydrogenase (NADP+) [EC:1.2.1.89]
K11529,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K11529  gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]"
K22345,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K22345  E4.3.1.9; glucosaminate ammonia-lyase [EC:4.3.1.9]
K17464,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K17464  dgaA; D-glucosaminate PTS system EIIA component [EC:2.7.1.203]
K17465,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K17465  dgaB; D-glucosaminate PTS system EIIB component [EC:2.7.1.203]
K17466,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K17466  dgaC; D-glucosaminate PTS system EIIC component
K17467,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K17467  dgaD; D-glucosaminate PTS system EIID component
K17468,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K17468  dgaE; D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]
K01623,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K01623  ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
K11645,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K11645  fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
K01624,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K01624  FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"
K01622,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K01622  K01622; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]"
K16305,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K16305  K16305; fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]
K16306,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K16306  K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"
K03841,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K03841  FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
K02446,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K02446  glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]"
K11532,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K11532  glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
K01086,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K01086  fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
K04041,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K04041  fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]"
K24182,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K24182  PFK9; 6-phosphofructokinase [EC:2.7.1.11]
K00850,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K00850  pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"
K16370,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K16370  pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]
K21071,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]"
K00918,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],D      K00918  pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]
K00895,sugar,B  09101 Carbohydrate metabolism,C    00030 Pentose phosphate pathway [PATH:ko00030],"D      K00895  pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]"
K01051,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01051  E3.1.1.11; pectinesterase [EC:3.1.1.11]
K22539,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K22539  PLY; pectate lyase [EC:4.2.2.2]
K01728,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01728  pel; pectate lyase [EC:4.2.2.2]
K19551,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K19551  pelC; pectate lyase C [EC:4.2.2.2 4.2.2.10]
K01731,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01731  pelW; pectate disaccharide-lyase [EC:4.2.2.9]
K22994,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K22994  pelX; pectate disaccharide-lyase [EC:4.2.2.9]
K01730,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01730  ogl; oligogalacturonide lyase [EC:4.2.2.6]
K01815,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01815  kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
K00065,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K00065  kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K01184,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01184  E3.2.1.15; polygalacturonase [EC:3.2.1.15]
K01213,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K01213  E3.2.1.67; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]"
K22933,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K22933  lplD; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]"
K01812,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01812  uxaC; glucuronate isomerase [EC:5.3.1.12]
K00041,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K00041  uxaB; tagaturonate reductase [EC:1.1.1.58]
K01685,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01685  uxaA; altronate hydrolase [EC:4.2.1.7]
K16849,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K16849  uxaA1; altronate dehydratase small subunit [EC:4.2.1.7]
K16850,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K16850  uxaA2; altronate dehydratase large subunit [EC:4.2.1.7]
K01686,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01686  uxuA; mannonate dehydratase [EC:4.2.1.8]
K08323,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K08323  rspA, manD; mannonate dehydratase [EC:4.2.1.8]"
K08322,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K08322  rspB; L-gulonate 5-dehydrogenase [EC:1.1.1.380]
K00040,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K00040  uxuB; fructuronate reductase [EC:1.1.1.57]
K21619,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K21619  uxaE; tagaturonate epimerase [EC:5.1.2.7]
K18106,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K18106  GAAA; D-galacturonate reductase [EC:1.1.1.-]
K19634,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K19634  gar1; D-galacturonate reductase [EC:1.1.1.365]
K18102,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K18102  GAAB, LGD1; L-galactonate dehydratase [EC:4.2.1.146]"
K18103,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K18103  GAAC, LGA1; L-threo-3-deoxy-hexylosonate aldolase [EC:4.1.2.54]"
K18107,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K18107  GAAD; L-glyceraldehyde reductase [EC:1.1.1.372]
K01195,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K01195  uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"
K14756,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K14756  KL; klotho [EC:3.2.1.31]
K00699,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K00699  UGT; glucuronosyltransferase [EC:2.4.1.17]
K16190,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K16190  GLCAK; glucuronokinase [EC:2.7.1.43]
K12447,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K12447  USP; UDP-sugar pyrophosphorylase [EC:2.7.7.64]
K00012,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K00012  UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
K00963,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K00963  UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
K00002,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K00002  AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"
K13247,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K13247  CRYL1; L-gulonate 3-dehydrogenase [EC:1.1.1.45]
K08092,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K08092  dlgD; 3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]
K00880,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K00880  lyxK; L-xylulokinase [EC:2.7.1.53]
K03078,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K03078  ulaD, sgaH, sgbH; 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]"
K03079,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K03079  ulaE, sgaU, sgbU; L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22]"
K03077,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K03077  araD, ulaF, sgaE, sgbE; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]"
K01783,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K01783  rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]"
K01804,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01804  araA; L-arabinose isomerase [EC:5.3.1.4]
K00853,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K00853  araB; L-ribulokinase [EC:2.7.1.16]
K24707,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K24707  E2.7.1.16; ribulokinase [EC:2.7.1.16]
K00854,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K00854  xylB, XYLB; xylulokinase [EC:2.7.1.17]"
K01805,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01805  xylA; xylose isomerase [EC:5.3.1.5]
K00011,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K00011  AKR1B; aldehyde reductase [EC:1.1.1.21]
K00594,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K00594  xyoA, aldO; alditol oxidase [EC:1.1.3.41]"
K17743,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K17743  XR; D-xylose reductase [EC:1.1.1.307]
K03331,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K03331  DCXR; L-xylulose reductase [EC:1.1.1.10]
K01820,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01820  rhaA; L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]
K00848,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K00848  rhaB; rhamnulokinase [EC:2.7.1.5]
K01629,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K01629  rhaD; rhamnulose-1-phosphate aldolase [EC:4.1.2.19]
K17738,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K17738  ARD; D-arabinitol 2-dehydrogenase [EC:1.1.1.250]
K17818,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K17818  ARD1; D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]
K00007,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K00007  dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]
K09988,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K09988  lyxA; D-lyxose ketol-isomerase [EC:5.3.1.15]
K05351,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K05351  E1.1.1.9; D-xylulose reductase [EC:1.1.1.9]
K00008,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],"D      K00008  SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]"
K22185,sugar,B  09101 Carbohydrate metabolism,C    00040 Pentose and glucuronate interconversions [PATH:ko00040],D      K22185  xylB; D-xylose 1-dehydrogenase [EC:1.1.1.175]
