Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./11B-T1-9.contigs.fa_k127_752743	397	765	-	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	123	233	52.79	90.24	123	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./11B-T1-9.contigs.fa_k127_758240	159	548	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	130	231	56.28	93.08	130	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./11B-T1-9.contigs.fa_k127_765033	3	359	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	119	231	51.52	94.12	119	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./11B-T1-9.contigs.fa_k127_772439	196	585	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	130	231	56.28	90.77	130	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./8-T1-3.contigs.fa_k127_121367	1	363	+	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	121	233	51.93	91.74	121	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./8-T1-3.contigs.fa_k127_149630	159	695	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	179	231	77.49	93.85	179	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_18391	3	503	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	167	231	72.29	90.42	167	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_223379	2	385	-	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	128	233	54.94	91.41	128	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./8-T1-3.contigs.fa_k127_232750	24	467	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	148	231	64.07	90.54	148	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_350787	1	363	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	121	231	52.38	94.21	121	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_365220	2	355	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	118	231	51.08	92.37	118	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_413272	1	435	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	145	231	62.77	93.10	145	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_489290	2	442	-	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	147	233	63.09	90.48	147	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./8-T1-3.contigs.fa_k127_516297	105	797	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	231	231	100.00	90.48	231	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_527353	3	491	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	163	231	70.56	91.41	163	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_562680	2	361	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	120	231	51.95	93.33	120	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_617271	26	682	+	vanR-Sc	vancomycin resistance response regulator transcription factor VanR-Sc	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	219	231	94.81	94.06	219	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_625534	144	800	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	219	231	94.81	93.61	219	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_634156	27	563	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	179	231	77.49	93.85	179	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_6529	3	632	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	210	231	90.91	93.81	210	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_675810	5	574	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIALX	190	231	82.25	90.00	190	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_684813	162	677	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIALX	172	231	74.46	93.02	172	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_744876	2	400	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	133	231	57.58	90.98	133	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_756420	3	467	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	155	231	67.10	90.32	155	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_773107	2	376	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	125	231	54.11	92.80	125	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-3.contigs.fa_k127_94039	85	561	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	159	231	68.83	91.19	159	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./8-T1-6.contigs.fa_k127_102929	49	543	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	165	231	71.43	90.91	165	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_103915	203	808	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	202	231	87.45	91.09	202	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_149103	142	504	-	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	INTERNAL_STOP	121	233	53.65	91.20	125	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./8-T1-6.contigs.fa_k127_150794	2	460	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	153	231	66.23	90.20	153	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_210455	42	650	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	203	231	87.88	93.10	203	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_289360	2	418	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	139	231	60.17	90.65	139	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_29070	2	403	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	134	231	58.01	90.30	134	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_30144	877	1536	+	vanR-Sc	vancomycin resistance response regulator transcription factor VanR-Sc	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	220	231	95.24	94.09	220	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_307314	47	532	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	162	231	70.13	90.12	162	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_321517	243	863	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	207	231	89.61	92.75	207	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_322777	45	467	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	141	231	61.04	92.20	141	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_348660	338	820	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	161	231	69.70	93.17	161	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_393407	3	422	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	140	231	60.61	91.43	140	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-6.contigs.fa_k127_413240	103	756	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	218	231	94.37	91.74	218	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	./8-T1-9.contigs.fa_k127_1028628	2	448	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	149	231	64.50	94.63	149	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_1058088	146	508	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIALX	121	231	52.38	91.74	121	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_1074560	229	606	-	vanR-O	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	126	233	54.94	91.41	128	WP_063856729.1	vancomycin resistance response regulator transcription factor VanR-O	NA	NA
NA	./8-T1-9.contigs.fa_k127_1080267	1	414	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	138	231	59.74	94.93	138	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_1093086	2	430	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	143	231	61.90	95.10	143	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_110474	3	443	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	147	231	63.64	92.52	147	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_1197596	3	380	+	vanR-Sc	vancomycin resistance response regulator transcription factor VanR-Sc	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	126	231	54.55	96.03	126	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_1217151	44	499	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	152	231	65.80	91.45	152	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_1224703	2	349	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	116	231	50.22	91.38	116	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_1238198	2	484	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	161	231	69.70	93.17	161	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_141352	239	922	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	INTERNAL_STOP	228	231	98.70	92.54	228	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_144017	130	612	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	161	231	69.70	93.79	161	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_187218	1	408	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	136	231	58.87	91.18	136	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_224631	1	510	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	170	231	73.59	90.00	170	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_275162	1	537	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	179	231	77.49	92.18	179	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_409867	3	455	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	151	231	65.37	91.39	151	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_476855	2	358	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	119	231	51.52	94.12	119	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_50323	102	737	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	212	231	91.77	93.40	212	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_503307	59	727	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	223	231	96.54	91.03	223	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_517221	80	754	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	225	231	98.70	91.67	228	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_534393	3	353	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	117	231	50.65	93.16	117	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_537842	120	602	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIALX	161	231	69.70	91.93	161	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_611112	4	627	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	BLASTX	208	231	90.04	92.31	208	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_651357	38	415	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	126	231	54.55	94.44	126	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_653112	1	360	+	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	120	231	51.95	92.50	120	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
NA	./8-T1-9.contigs.fa_k127_6744	3	443	-	vanR	vancomycin resistance response regulator transcription factor VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	PARTIAL_CONTIG_ENDX	147	231	63.64	93.20	147	WP_011029105.1	vancomycin resistance response regulator transcription factor VanR-Sc	NA	NA
