	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	virsorter_category	auxiliary_score	is_transposon	amg_flags
8-T1-9_contig.fa_viral_23__full-cat_1_26	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	26	17605	17844	-1	E																								0	2	2	False	
8-T1-9_contig.fa_viral_23__full-cat_1_27	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	27	17841	18245	-1	E																								0	2	2	False	
8-T1-9_contig.fa_viral_23__full-cat_1_28	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	28	18455	18679	-1	E																								0	2	2	False	
8-T1-9_contig.fa_viral_23__full-cat_1_29	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	29	19495	19947	-1	D			YP_009625792.1	YP_009625792.1 YopX family protein [Bacillus phage SIOphi]	False	0.303	70.0	3.15e-13								YopX protein [PF09643.13]					VOG04684	sp|O34401|YOPX_BACSU SPbeta prophage-derived uncharacterized protein YopX; Xu	Xu	0	1	2	False	
8-T1-9_contig.fa_viral_23__full-cat_1_30	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	30	19998	20213	-1	E																								0	2	2	False	
8-T1-9_contig.fa_viral_23__full-cat_1_31	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	31	20210	20878	-1	E																								0	2	2	False	F
8-T1-9_contig.fa_viral_23__full-cat_1_32	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	32	20896	21165	-1	E																								0	2	2	False	F
8-T1-9_contig.fa_viral_23__full-cat_1_33	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	33	21180	21374	-1	E																								0	2	2	False	F
8-T1-9_contig.fa_viral_23__full-cat_1_34	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	34	21463	21918	1	E																								0	2	2	False	F
8-T1-9_contig.fa_viral_23__full-cat_1_35	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	35	22076	22480	1	E																								0	2	2	False	F
8-T1-9_contig.fa_viral_23__full-cat_1_36	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	36	22353	22790	-1	E																								0	2	2	False	F
8-T1-9_contig.fa_viral_23__full-cat_1_37	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	37	22870	23781	1	E																								0	2	2	False	F
8-T1-9_contig.fa_viral_23__full-cat_1_38	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	38	23793	24590	1	E																								0	2	2	False	F
8-T1-9_contig.fa_viral_23__full-cat_1_39	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	39	24719	25135	1	D																Metal binding domain of Ada [PF02805.19]								0	2	2	False	F
8-T1-9_contig.fa_viral_23__full-cat_1_40	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_23__full-cat_1	40	25284	25538	1	E																								0	1	5	False	F
8-T1-9_contig.fa_viral_28__full-cat_2_1	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_28__full-cat_2	1	3	170	-1	E																								0	2	5	False	F
8-T1-9_contig.fa_viral_28__full-cat_2_2	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_28__full-cat_2	2	178	705	-1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_28__full-cat_2_3	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_28__full-cat_2	3	702	983	-1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_28__full-cat_2_4	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_28__full-cat_2	4	980	2254	-1	E			YP_007677028.1	YP_007677028.1 hypothetical protein K201_gp130 [Bacillus phage vB_BceM_Bc431v3]	False	0.449	95.0	3.699e-19													VOG02477	REFSEQ hypothetical protein; Xu	Xu	0	1	4	False	F
8-T1-9_contig.fa_viral_28__full-cat_2_5	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_28__full-cat_2	5	2299	2529	-1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_28__full-cat_2_6	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_28__full-cat_2	6	2526	2753	-1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_28__full-cat_2_7	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_28__full-cat_2	7	2770	2991	-1	E			YP_009859568.1	YP_009859568.1 hypothetical protein HWD34_gp19 [Alteromonas phage vB_AcoS-R7M]	False	0.44	62.0	8.3e-12													VOG34648	REFSEQ gp61; Xu	Xu	0	2	5	False	F
8-T1-9_contig.fa_viral_34__full-cat_2_1	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_34__full-cat_2	1	3	3293	1	E																								0	1	5	False	F
8-T1-9_contig.fa_viral_34__full-cat_2_2	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_34__full-cat_2	2	3293	3937	1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_34__full-cat_2_3	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_34__full-cat_2	3	3940	4209	1	E																								0	2	5	False	F
8-T1-9_contig.fa_viral_37__full-cat_2_1	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_37__full-cat_2	1	3	1118	1	E																								0	1	5	False	F
8-T1-9_contig.fa_viral_37__full-cat_2_2	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_37__full-cat_2	2	1118	1495	1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_37__full-cat_2_3	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_37__full-cat_2	3	1506	2219	1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_37__full-cat_2_4	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_37__full-cat_2	4	2223	4238	1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_37__full-cat_2_5	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_37__full-cat_2	5	4239	5933	1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_37__full-cat_2_6	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_37__full-cat_2	6	5914	8022	1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_37__full-cat_2_7	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_37__full-cat_2	7	8034	8387	1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_37__full-cat_2_8	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_37__full-cat_2	8	8391	9974	1	E																								0	2	5	False	F
8-T1-9_contig.fa_viral_42__full-cat_2_1	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_42__full-cat_2	1	2	1903	1	E																								0	2	5	False	F
8-T1-9_contig.fa_viral_42__full-cat_2_2	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_42__full-cat_2	2	1905	3089	1	E			YP_009876658.1	YP_009876658.1 hypothetical protein HYP10_gp051 [Tenacibaculum phage pT24]	False	0.333	189.0	1.348e-50													VOG10049	REFSEQ hypothetical protein; Xu	Xu	0	1	4	False	F
8-T1-9_contig.fa_viral_42__full-cat_2_3	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_42__full-cat_2	3	3102	3446	1	E																								0	1	5	False	F
8-T1-9_contig.fa_viral_5__full-cat_2_1	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_5__full-cat_2	1	158	424	1	E			YP_009909222.1	YP_009909222.1 transposase [Enterobacteria phage 2851]	False	0.466	65.0	1.767e-12																0	1	5	False	F
8-T1-9_contig.fa_viral_5__full-cat_2_2	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_5__full-cat_2	2	531	1028	1	C	K07497	putative transposase	NP_536395.1	NP_536395.1 transposase [Burkholderia phage phiE125]	False	0.563	176.0	1.411e-49								HTH-like domain [PF13276.9]; Integrase core domain [PF00665.29]								0	1	3	False	F
8-T1-9_contig.fa_viral_5__full-cat_2_3	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_5__full-cat_2	3	1025	1384	1	C	K07497	putative transposase	NP_536395.1	NP_536395.1 transposase [Burkholderia phage phiE125]	False	0.556	116.0	9.311000000000001e-30								Integrase core domain [PF13683.9]; Integrase core domain [PF13333.9]								0	1	3	False	F
8-T1-9_contig.fa_viral_5__full-cat_2_4	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_5__full-cat_2	4	1463	2071	1	D																DDE domain [PF13610.9]								1	2	3	False	F
8-T1-9_contig.fa_viral_5__full-cat_2_5	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_5__full-cat_2	5	2102	2440	-1	D																Phage integrase, N-terminal SAM-like domain [PF14659.9]								0	1	4	False	F
8-T1-9_contig.fa_viral_5__full-cat_2_6	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_5__full-cat_2	6	2466	2561	-1	E																								0	2	5	False	F
8-T1-9_contig.fa_viral_9__full-cat_2_1	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_9__full-cat_2	1	2	1546	-1	E																								0	1	5	False	F
8-T1-9_contig.fa_viral_9__full-cat_2_2	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_9__full-cat_2	2	1639	2448	-1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_9__full-cat_2_3	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_9__full-cat_2	3	2445	3038	-1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_9__full-cat_2_4	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_9__full-cat_2	4	3035	3289	-1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_9__full-cat_2_5	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_9__full-cat_2	5	3302	3532	-1	E																								0	2	4	False	F
8-T1-9_contig.fa_viral_9__full-cat_2_6	final-viral-combined-for-dramv	8-T1-9_contig.fa_viral_9__full-cat_2	6	3603	3680	-1	E																								0	2	5	False	F
Ex45-T1-3_contig.fa_viral_17__full-cat_1_1	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_17__full-cat_1	1	3	308	1	D			YP_001686874.1	YP_001686874.1 major head protein [Azospirillum phage Cd]	False	0.582	116.0	4.121e-30								Phage capsid family [PF05065.16]								0	0	5	False	F
Ex45-T1-3_contig.fa_viral_17__full-cat_1_2	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_17__full-cat_1	2	338	751	1	E																								0	1	1	False	F
Ex45-T1-3_contig.fa_viral_17__full-cat_1_3	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_17__full-cat_1	3	945	1175	-1	E																								0	1	1	False	F
Ex45-T1-3_contig.fa_viral_17__full-cat_1_4	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_17__full-cat_1	4	1205	2590	-1	D			YP_001686874.1	YP_001686874.1 major head protein [Azospirillum phage Cd]	True	0.45	369.0	3.452e-111								Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	0	4	False	VF
Ex45-T1-3_contig.fa_viral_17__full-cat_1_5	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_17__full-cat_1	5	2603	2674	-1	E																								0	2	5	False	F
Ex45-T1-3_contig.fa_viral_24__full-cat_2_1	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_24__full-cat_2	1	1	381	1	C	K04077	chaperonin GroEL [EC:5.6.1.7]	YP_010114486.1	YP_010114486.1 chaperonin groEL [Flavobacterium phage vB_FspM_immuto_2-6A]	False	0.452	81.0	1.999e-17								TCP-1/cpn60 chaperonin family [PF00118.27]								0	1	5	False	F
Ex45-T1-3_contig.fa_viral_24__full-cat_2_2	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_24__full-cat_2	2	513	1910	-1	C	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	YP_007006062.1	YP_007006062.1 dehydrogenase [Cyanophage S-TIM5]	False	0.324	225.0	7.159e-62								Glucose-6-phosphate dehydrogenase, C-terminal domain [PF02781.19]; Glucose-6-phosphate dehydrogenase, NAD binding domain [PF00479.25]					VOG11448	sp|P29686|G6PD_SYNE7 Glucose-6-phosphate 1-dehydrogenase; Xh	Xh	0	1	4	False	MKEF
Ex45-T1-3_contig.fa_viral_24__full-cat_2_3	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_24__full-cat_2	3	2080	4029	-1	E																								0	2	5	False	F
Ex45-T1-3_contig.fa_viral_42__full-cat_2_1	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_42__full-cat_2	1	45	224	-1	E																								0	2	5	False	F
Ex45-T1-3_contig.fa_viral_42__full-cat_2_2	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_42__full-cat_2	2	687	1340	-1	E																								0	2	4	False	F
Ex45-T1-3_contig.fa_viral_42__full-cat_2_3	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_42__full-cat_2	3	1628	1783	-1	E																								0	1	4	False	F
Ex45-T1-3_contig.fa_viral_42__full-cat_2_4	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_42__full-cat_2	4	1843	2232	-1	E																								0	2	4	False	F
Ex45-T1-3_contig.fa_viral_42__full-cat_2_5	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_42__full-cat_2	5	2701	2871	-1	E																								0	2	5	False	F
Ex45-T1-3_contig.fa_viral_43__full-cat_1_1	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_43__full-cat_1	1	1	501	-1	E																								0	1	5	False	F
Ex45-T1-3_contig.fa_viral_43__full-cat_1_2	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_43__full-cat_1	2	494	1246	-1	D			YP_008059213.1	YP_008059213.1 terminase large subunit [Halogranum tailed virus 1]	False	0.324	124.0	2.442e-30								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase large subunit, ATPase domain [PF03354.18]					VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xr;Xh	0	0	4	False	VF
Ex45-T1-3_contig.fa_viral_43__full-cat_1_3	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_43__full-cat_1	3	1240	1737	-1	E																								1	2	4	False	F
Ex45-T1-3_contig.fa_viral_43__full-cat_1_4	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_43__full-cat_1	4	2017	2574	-1	E																								0	2	5	False	F
Ex45-T1-3_contig.fa_viral_4__full-cat_2_1	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_4__full-cat_2	1	209	724	1	C	K07499	putative transposase														Winged helix-turn helix [PF13592.9]; Homeodomain-like domain [PF13565.9]; Helix-turn-helix domain [PF13518.9]; leucine-zipper of insertion element IS481 [PF13011.9]								0	2	5	False	F
Ex45-T1-3_contig.fa_viral_4__full-cat_2_2	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_4__full-cat_2	2	925	1281	1	D																DDE superfamily endonuclease [PF13358.9]								0	2	4	False	F
Ex45-T1-3_contig.fa_viral_4__full-cat_2_3	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_4__full-cat_2	3	1454	2026	1	C	K07499	putative transposase														Homeodomain-like domain [PF13565.9]; Helix-turn-helix domain [PF13518.9]; Homeodomain-like domain [PF13384.9]								0	1	4	False	F
Ex45-T1-3_contig.fa_viral_4__full-cat_2_4	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_4__full-cat_2	4	2014	2562	1	D																DDE superfamily endonuclease [PF13358.9]								0	1	5	False	F
Ex45-T1-3_contig.fa_viral_5__full-cat_2_1	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_5__full-cat_2	1	3	1043	-1	E																								0	2	5	False	F
Ex45-T1-3_contig.fa_viral_5__full-cat_2_2	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_5__full-cat_2	2	1040	1297	-1	E																								0	2	4	False	F
Ex45-T1-3_contig.fa_viral_5__full-cat_2_3	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_5__full-cat_2	3	1577	2152	-1	E																								0	2	4	False	F
Ex45-T1-3_contig.fa_viral_5__full-cat_2_4	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_5__full-cat_2	4	2149	3474	-1	D																Effector protein [PF14891.9]								0	2	4	False	F
Ex45-T1-3_contig.fa_viral_5__full-cat_2_5	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_5__full-cat_2	5	3471	4070	-1	E																								0	2	4	False	F
Ex45-T1-3_contig.fa_viral_5__full-cat_2_6	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_5__full-cat_2	6	4298	5194	-1	D			YP_009797438.1	YP_009797438.1 integrase [Faecalibacterium phage FP_Toutatis]	False	0.279	74.0	4.311e-13								Recombinase [PF07508.16]					VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	1	5	False	VF
Ex45-T1-3_contig.fa_viral_61__full-cat_1_1	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_61__full-cat_1	1	3	167	-1	E																								0	2	5	False	F
Ex45-T1-3_contig.fa_viral_61__full-cat_1_2	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_61__full-cat_1	2	140	532	-1	D																DDE superfamily endonuclease [PF13358.9]								0	2	4	False	F
Ex45-T1-3_contig.fa_viral_61__full-cat_1_3	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_61__full-cat_1	3	625	1197	-1	D																Winged helix-turn helix [PF13592.9]								0	2	4	False	F
Ex45-T1-3_contig.fa_viral_61__full-cat_1_4	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_61__full-cat_1	4	1327	1620	1	E																								0	2	4	False	F
Ex45-T1-3_contig.fa_viral_61__full-cat_1_5	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_61__full-cat_1	5	1624	1986	1	C	K06903	uncharacterized protein	YP_010106640.1	YP_010106640.1 baseplate wedge subunit [Xanthomonas phage FoX1]	False	0.549	120.0	5.663e-31								Baseplate wedge protein gp25 [PF04965.17]					VOG00875	sp|P09425|BP25_BPT4 Baseplate wedge protein gp25; XhXs	Xs;Xh	0	0	4	False	VF
Ex45-T1-3_contig.fa_viral_61__full-cat_1_6	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_61__full-cat_1	6	1983	2336	1	E																								0	1	1	False	F
Ex45-T1-3_contig.fa_viral_61__full-cat_1_7	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_61__full-cat_1	7	2356	3249	1	D			YP_009168901.1	YP_009168901.1 baseplate protein [Escherichia phage vB_EcoM_ECO1230-10]	False	0.391	201.0	5.103e-56								Baseplate J-like protein [PF04865.17]								0	0	5	False	F
Ex45-T1-3_contig.fa_viral_8__full-cat_2_1	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_8__full-cat_2	1	17	2266	-1	C	K06400	site-specific DNA recombinase	YP_009822327.1	YP_009822327.1 integrase [Gordonia phage Fairfaxidum]	False	0.184	63.0	1.268e-08								Resolvase, N terminal domain [PF00239.24]; Recombinase [PF07508.16]					VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	1	5	False	VF
Ex45-T1-3_contig.fa_viral_8__full-cat_2_2	final-viral-combined-for-dramv	Ex45-T1-3_contig.fa_viral_8__full-cat_2	2	2263	2835	-1	E																								0	2	5	False	F
Ex45-T1-6_contig.fa_viral_114__full-cat_2_1	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_114__full-cat_2	1	34	747	-1	E																								0	1	5	False	F
Ex45-T1-6_contig.fa_viral_114__full-cat_2_2	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_114__full-cat_2	2	843	2702	-1	D																Family of unknown function (DUF6055) [PF19527.2]								0	2	5	False	F
Ex45-T1-6_contig.fa_viral_11__full-cat_2_1	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_11__full-cat_2	1	3	1964	1	E																								0	2	5	False	F
Ex45-T1-6_contig.fa_viral_11__full-cat_2_2	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_11__full-cat_2	2	2058	3455	1	C	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	YP_007006062.1	YP_007006062.1 dehydrogenase [Cyanophage S-TIM5]	False	0.324	224.0	1.324e-61								Glucose-6-phosphate dehydrogenase, C-terminal domain [PF02781.19]; Glucose-6-phosphate dehydrogenase, NAD binding domain [PF00479.25]					VOG11448	sp|P29686|G6PD_SYNE7 Glucose-6-phosphate 1-dehydrogenase; Xh	Xh	0	1	5	False	MKEF
Ex45-T1-6_contig.fa_viral_121__full-cat_2_1	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_121__full-cat_2	1	3	284	1	E																								0	2	5	False	F
Ex45-T1-6_contig.fa_viral_121__full-cat_2_2	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_121__full-cat_2	2	296	619	1	E																								0	2	4	False	F
Ex45-T1-6_contig.fa_viral_121__full-cat_2_3	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_121__full-cat_2	3	689	1795	1	C	K14059	integrase	YP_010754358.1	YP_010754358.1 tyrosine integrase [Gordonia phage Finkle]	False	0.372	228.0	5.288e-64								Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	4	False	VF
Ex45-T1-6_contig.fa_viral_121__full-cat_2_4	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_121__full-cat_2	4	1991	2371	1	E																								0	2	4	False	F
Ex45-T1-6_contig.fa_viral_121__full-cat_2_5	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_121__full-cat_2	5	2260	2736	-1	D									MER0132546	S33	MER0132546 - family S33 unassigned peptidases (Geodermatophilus obscurus) [S33.UPW]#S33#{peptidase unit: 5-252}~source GEBA2500697069~	False	0.939	223.0	9.484000000000001e-66									0	2	5	False	PF
Ex45-T1-6_contig.fa_viral_31__full-cat_2_1	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_31__full-cat_2	1	2	88	-1	E																								0	2	5	False	F
Ex45-T1-6_contig.fa_viral_31__full-cat_2_2	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_31__full-cat_2	2	429	551	-1	E																								0	2	4	False	F
Ex45-T1-6_contig.fa_viral_31__full-cat_2_3	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_31__full-cat_2	3	742	921	1	E																								0	2	4	False	F
Ex45-T1-6_contig.fa_viral_31__full-cat_2_4	final-viral-combined-for-dramv	Ex45-T1-6_contig.fa_viral_31__full-cat_2	4	908	2980	1	C	K06400	site-specific DNA recombinase	YP_009797022.1	YP_009797022.1 integrase [Faecalibacterium phage FP_Brigit]	False	0.196	73.0	6.354e-12								Resolvase, N terminal domain [PF00239.24]; Recombinase [PF07508.16]					VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	1	5	False	VF
